sample_id,seat_id,row,section,seat_number,true_x,true_y,true_z,node_id,rssi_dbm,true_rssi,distance_m
R05-C02_N4_S039,R05-C02,5,Center,2,4.946,7.6,0.45,RF_NODE_04_BackRight,-67.03,-70.02,11.632
R05-C02_N4_S040,R05-C02,5,Center,2,4.946,7.6,0.45,RF_NODE_04_BackRight,-72.75,-70.02,11.632
R05-C02_N4_S041,R05-C02,5,Center,2,4.946,7.6,0.45,RF_NODE_04_BackRight,-70.86,-70.02,11.632
R05-C02_N4_S042,R05-C02,5,Center,2,4.946,7.6,0.45,RF_NODE_04_BackRight,-66.07,-70.02,11.632
R05-C02_N4_S043,R05-C02,5,Center,2,4.946,7.6,0.45,RF_NODE_04_BackRight,-73.13,-70.02,11.632
R05-C02_N4_S044,R05-C02,5,Center,2,4.946,7.6,0.45,RF_NODE_04_BackRight,-68.21,-70.02,11.632
R05-C02_N4_S045,R05-C02,5,Center,2,4.946,7.6,0.45,RF_NODE_04_BackRight,-71.16,-70.02,11.632
R05-C02_N4_S046,R05-C02,5,Center,2,4.946,7.6,0.45,RF_NODE_04_BackRight,-74.69,-70.02,11.632
R05-C02_N4_S047,R05-C02,5,Center,2,4.946,7.6,0.45,RF_NODE_04_BackRight,-67.37,-70.02,11.632
R05-C02_N4_S048,R05-C02,5,Center,2,4.946,7.6,0.45,RF_NODE_04_BackRight,-72.13,-70.02,11.632
R05-C02_N4_S049,R05-C02,5,Center,2,4.946,7.6,0.45,RF_NODE_04_BackRight,-70.64,-70.02,11.632
R05-C02_N4_S050,R05-C02,5,Center,2,4.946,7.6,0.45,RF_NODE_04_BackRight,-70.84,-70.02,11.632
R05-C02_N4_S051,R05-C02,5,Center,2,4.946,7.6,0.45,RF_NODE_04_BackRight,-68.45,-70.02,11.632
R05-C02_N4_S052,R05-C02,5,Center,2,4.946,7.6,0.45,RF_NODE_04_BackRight,-68.46,-70.02,11.632
R05-C02_N4_S053,R05-C02,5,Center,2,4.946,7.6,0.45,RF_NODE_04_BackRight,-68.63,-70.02,11.632
R05-C02_N4_S054,R05-C02,5,Center,2,4.946,7.6,0.45,RF_NODE_04_BackRight,-67.59,-70.02,11.632
R05-C02_N4_S055,R05-C02,5,Center,2,4.946,7.6,0.45,RF_NODE_04_BackRight,-71.4,-70.02,11.632
R05-C02_N4_S056,R05-C02,5,Center,2,4.946,7.6,0.45,RF_NODE_04_BackRight,-65.4,-70.02,11.632
R05-C02_N4_S057,R05-C02,5,Center,2,4.946,7.6,0.45,RF_NODE_04_BackRight,-73.44,-70.02,11.632
R05-C02_N4_S058,R05-C02,5,Center,2,4.946,7.6,0.45,RF_NODE_04_BackRight,-62.01,-70.02,11.632
R05-C02_N4_S059,R05-C02,5,Center,2,4.946,7.6,0.45,RF_NODE_04_BackRight,-66.16,-70.02,11.632
R05-C02_N4_S060,R05-C02,5,Center,2,4.946,7.6,0.45,RF_NODE_04_BackRight,-71.87,-70.02,11.632
R05-C02_N4_S061,R05-C02,5,Center,2,4.946,7.6,0.45,RF_NODE_04_BackRight,-66.74,-70.02,11.632
R05-C02_N4_S062,R05-C02,5,Center,2,4.946,7.6,0.45,RF_NODE_04_BackRight,-70.15,-70.02,11.632
R05-C02_N4_S063,R05-C02,5,Center,2,4.946,7.6,0.45,RF_NODE_04_BackRight,-70.83,-70.02,11.632
R05-C02_N4_S064,R05-C02,5,Center,2,4.946,7.6,0.45,RF_NODE_04_BackRight,-72.37,-70.02,11.632
R05-C02_N4_S065,R05-C02,5,Center,2,4.946,7.6,0.45,RF_NODE_04_BackRight,-71.37,-70.02,11.632
R05-C02_N4_S066,R05-C02,5,Center,2,4.946,7.6,0.45,RF_NODE_04_BackRight,-73.25,-70.02,11.632
R05-C02_N4_S067,R05-C02,5,Center,2,4.946,7.6,0.45,RF_NODE_04_BackRight,-64.87,-70.02,11.632
R05-C02_N4_S068,R05-C02,5,Center,2,4.946,7.6,0.45,RF_NODE_04_BackRight,-72.41,-70.02,11.632
R05-C02_N4_S069,R05-C02,5,Center,2,4.946,7.6,0.45,RF_NODE_04_BackRight,-73.9,-70.02,11.632
R05-C02_N4_S070,R05-C02,5,Center,2,4.946,7.6,0.45,RF_NODE_04_BackRight,-70.78,-70.02,11.632
R05-C02_N4_S071,R05-C02,5,Center,2,4.946,7.6,0.45,RF_NODE_04_BackRight,-73.63,-70.02,11.632
R05-C02_N4_S072,R05-C02,5,Center,2,4.946,7.6,0.45,RF_NODE_04_BackRight,-68.64,-70.02,11.632
R05-C02_N4_S073,R05-C02,5,Center,2,4.946,7.6,0.45,RF_NODE_04_BackRight,-68.66,-70.02,11.632
R05-C02_N4_S074,R05-C02,5,Center,2,4.946,7.6,0.45,RF_NODE_04_BackRight,-74.08,-70.02,11.632
R05-C02_N4_S075,R05-C02,5,Center,2,4.946,7.6,0.45,RF_NODE_04_BackRight,-66.48,-70.02,11.632
R05-C02_N4_S076,R05-C02,5,Center,2,4.946,7.6,0.45,RF_NODE_04_BackRight,-70.45,-70.02,11.632
R05-C02_N4_S077,R05-C02,5,Center,2,4.946,7.6,0.45,RF_NODE_04_BackRight,-77.17,-70.02,11.632
R05-C02_N4_S078,R05-C02,5,Center,2,4.946,7.6,0.45,RF_NODE_04_BackRight,-70.89,-70.02,11.632
R05-C02_N4_S079,R05-C02,5,Center,2,4.946,7.6,0.45,RF_NODE_04_BackRight,-66.49,-70.02,11.632
R05-C02_N4_S080,R05-C02,5,Center,2,4.946,7.6,0.45,RF_NODE_04_BackRight,-71.95,-70.02,11.632
R05-C02_N4_S081,R05-C02,5,Center,2,4.946,7.6,0.45,RF_NODE_04_BackRight,-72.71,-70.02,11.632
R05-C02_N4_S082,R05-C02,5,Center,2,4.946,7.6,0.45,RF_NODE_04_BackRight,-75.65,-70.02,11.632
R05-C02_N4_S083,R05-C02,5,Center,2,4.946,7.6,0.45,RF_NODE_04_BackRight,-69.0,-70.02,11.632
R05-C02_N4_S084,R05-C02,5,Center,2,4.946,7.6,0.45,RF_NODE_04_BackRight,-71.38,-70.02,11.632
R05-C02_N4_S085,R05-C02,5,Center,2,4.946,7.6,0.45,RF_NODE_04_BackRight,-72.02,-70.02,11.632
R05-C02_N4_S086,R05-C02,5,Center,2,4.946,7.6,0.45,RF_NODE_04_BackRight,-68.02,-70.02,11.632
R05-C02_N4_S087,R05-C02,5,Center,2,4.946,7.6,0.45,RF_NODE_04_BackRight,-74.69,-70.02,11.632
R05-C02_N4_S088,R05-C02,5,Center,2,4.946,7.6,0.45,RF_NODE_04_BackRight,-68.54,-70.02,11.632
R05-C02_N4_S089,R05-C02,5,Center,2,4.946,7.6,0.45,RF_NODE_04_BackRight,-68.03,-70.02,11.632
R05-C02_N4_S090,R05-C02,5,Center,2,4.946,7.6,0.45,RF_NODE_04_BackRight,-71.66,-70.02,11.632
R05-C02_N4_S091,R05-C02,5,Center,2,4.946,7.6,0.45,RF_NODE_04_BackRight,-70.9,-70.02,11.632
R05-C02_N4_S092,R05-C02,5,Center,2,4.946,7.6,0.45,RF_NODE_04_BackRight,-72.26,-70.02,11.632
R05-C02_N4_S093,R05-C02,5,Center,2,4.946,7.6,0.45,RF_NODE_04_BackRight,-71.34,-70.02,11.632
R05-C02_N4_S094,R05-C02,5,Center,2,4.946,7.6,0.45,RF_NODE_04_BackRight,-76.25,-70.02,11.632
R05-C02_N4_S095,R05-C02,5,Center,2,4.946,7.6,0.45,RF_NODE_04_BackRight,-65.68,-70.02,11.632
R05-C02_N4_S096,R05-C02,5,Center,2,4.946,7.6,0.45,RF_NODE_04_BackRight,-72.12,-70.02,11.632
R05-C02_N4_S097,R05-C02,5,Center,2,4.946,7.6,0.45,RF_NODE_04_BackRight,-64.9,-70.02,11.632
R05-C02_N4_S098,R05-C02,5,Center,2,4.946,7.6,0.45,RF_NODE_04_BackRight,-70.6,-70.02,11.632
R05-C02_N4_S099,R05-C02,5,Center,2,4.946,7.6,0.45,RF_NODE_04_BackRight,-73.06,-70.02,11.632
R05-C02_N4_S100,R05-C02,5,Center,2,4.946,7.6,0.45,RF_NODE_04_BackRight,-70.11,-70.02,11.632
R05-C03_N1_S001,R05-C03,5,Center,3,6.12,7.6,0.45,RF_NODE_01_FrontLeft,-70.74,-66.92,9.019
R05-C03_N1_S002,R05-C03,5,Center,3,6.12,7.6,0.45,RF_NODE_01_FrontLeft,-64.88,-66.92,9.019
R05-C03_N1_S003,R05-C03,5,Center,3,6.12,7.6,0.45,RF_NODE_01_FrontLeft,-65.27,-66.92,9.019
R05-C03_N1_S004,R05-C03,5,Center,3,6.12,7.6,0.45,RF_NODE_01_FrontLeft,-61.27,-66.92,9.019
R05-C03_N1_S005,R05-C03,5,Center,3,6.12,7.6,0.45,RF_NODE_01_FrontLeft,-66.16,-66.92,9.019
R05-C03_N1_S006,R05-C03,5,Center,3,6.12,7.6,0.45,RF_NODE_01_FrontLeft,-67.15,-66.92,9.019
R05-C03_N1_S007,R05-C03,5,Center,3,6.12,7.6,0.45,RF_NODE_01_FrontLeft,-63.46,-66.92,9.019
R05-C03_N1_S008,R05-C03,5,Center,3,6.12,7.6,0.45,RF_NODE_01_FrontLeft,-69.2,-66.92,9.019
R05-C03_N1_S009,R05-C03,5,Center,3,6.12,7.6,0.45,RF_NODE_01_FrontLeft,-65.11,-66.92,9.019
R05-C03_N1_S010,R05-C03,5,Center,3,6.12,7.6,0.45,RF_NODE_01_FrontLeft,-69.24,-66.92,9.019
R05-C03_N1_S011,R05-C03,5,Center,3,6.12,7.6,0.45,RF_NODE_01_FrontLeft,-66.44,-66.92,9.019
R05-C03_N1_S012,R05-C03,5,Center,3,6.12,7.6,0.45,RF_NODE_01_FrontLeft,-71.11,-66.92,9.019
R05-C03_N1_S013,R05-C03,5,Center,3,6.12,7.6,0.45,RF_NODE_01_FrontLeft,-67.37,-66.92,9.019
R05-C03_N1_S014,R05-C03,5,Center,3,6.12,7.6,0.45,RF_NODE_01_FrontLeft,-65.29,-66.92,9.019
R05-C03_N1_S015,R05-C03,5,Center,3,6.12,7.6,0.45,RF_NODE_01_FrontLeft,-63.02,-66.92,9.019
R05-C03_N1_S016,R05-C03,5,Center,3,6.12,7.6,0.45,RF_NODE_01_FrontLeft,-65.17,-66.92,9.019
R05-C03_N1_S017,R05-C03,5,Center,3,6.12,7.6,0.45,RF_NODE_01_FrontLeft,-67.75,-66.92,9.019
R05-C03_N1_S018,R05-C03,5,Center,3,6.12,7.6,0.45,RF_NODE_01_FrontLeft,-68.72,-66.92,9.019
R05-C03_N1_S019,R05-C03,5,Center,3,6.12,7.6,0.45,RF_NODE_01_FrontLeft,-66.42,-66.92,9.019
R05-C03_N1_S020,R05-C03,5,Center,3,6.12,7.6,0.45,RF_NODE_01_FrontLeft,-66.23,-66.92,9.019
R05-C03_N1_S021,R05-C03,5,Center,3,6.12,7.6,0.45,RF_NODE_01_FrontLeft,-66.43,-66.92,9.019
R05-C03_N1_S022,R05-C03,5,Center,3,6.12,7.6,0.45,RF_NODE_01_FrontLeft,-62.59,-66.92,9.019
R05-C03_N1_S023,R05-C03,5,Center,3,6.12,7.6,0.45,RF_NODE_01_FrontLeft,-61.73,-66.92,9.019
R05-C03_N1_S024,R05-C03,5,Center,3,6.12,7.6,0.45,RF_NODE_01_FrontLeft,-64.05,-66.92,9.019
R05-C03_N1_S025,R05-C03,5,Center,3,6.12,7.6,0.45,RF_NODE_01_FrontLeft,-70.74,-66.92,9.019
R05-C03_N1_S026,R05-C03,5,Center,3,6.12,7.6,0.45,RF_NODE_01_FrontLeft,-68.15,-66.92,9.019
R05-C03_N1_S027,R05-C03,5,Center,3,6.12,7.6,0.45,RF_NODE_01_FrontLeft,-67.85,-66.92,9.019
R05-C03_N1_S028,R05-C03,5,Center,3,6.12,7.6,0.45,RF_NODE_01_FrontLeft,-70.7,-66.92,9.019
R05-C03_N1_S029,R05-C03,5,Center,3,6.12,7.6,0.45,RF_NODE_01_FrontLeft,-67.21,-66.92,9.019
R05-C03_N1_S030,R05-C03,5,Center,3,6.12,7.6,0.45,RF_NODE_01_FrontLeft,-65.57,-66.92,9.019
R05-C03_N1_S031,R05-C03,5,Center,3,6.12,7.6,0.45,RF_NODE_01_FrontLeft,-63.77,-66.92,9.019
R05-C03_N1_S032,R05-C03,5,Center,3,6.12,7.6,0.45,RF_NODE_01_FrontLeft,-68.94,-66.92,9.019
R05-C03_N1_S033,R05-C03,5,Center,3,6.12,7.6,0.45,RF_NODE_01_FrontLeft,-67.7,-66.92,9.019
R05-C03_N1_S034,R05-C03,5,Center,3,6.12,7.6,0.45,RF_NODE_01_FrontLeft,-59.61,-66.92,9.019
R05-C03_N1_S035,R05-C03,5,Center,3,6.12,7.6,0.45,RF_NODE_01_FrontLeft,-66.8,-66.92,9.019
R05-C03_N1_S036,R05-C03,5,Center,3,6.12,7.6,0.45,RF_NODE_01_FrontLeft,-68.88,-66.92,9.019
R05-C03_N1_S037,R05-C03,5,Center,3,6.12,7.6,0.45,RF_NODE_01_FrontLeft,-69.84,-66.92,9.019
R05-C03_N1_S038,R05-C03,5,Center,3,6.12,7.6,0.45,RF_NODE_01_FrontLeft,-67.58,-66.92,9.019
R05-C03_N1_S039,R05-C03,5,Center,3,6.12,7.6,0.45,RF_NODE_01_FrontLeft,-66.91,-66.92,9.019
R05-C03_N1_S040,R05-C03,5,Center,3,6.12,7.6,0.45,RF_NODE_01_FrontLeft,-65.86,-66.92,9.019
R05-C03_N1_S041,R05-C03,5,Center,3,6.12,7.6,0.45,RF_NODE_01_FrontLeft,-63.7,-66.92,9.019
R05-C03_N1_S042,R05-C03,5,Center,3,6.12,7.6,0.45,RF_NODE_01_FrontLeft,-70.67,-66.92,9.019
R05-C03_N1_S043,R05-C03,5,Center,3,6.12,7.6,0.45,RF_NODE_01_FrontLeft,-65.29,-66.92,9.019
R05-C03_N1_S044,R05-C03,5,Center,3,6.12,7.6,0.45,RF_NODE_01_FrontLeft,-66.97,-66.92,9.019
R05-C03_N1_S045,R05-C03,5,Center,3,6.12,7.6,0.45,RF_NODE_01_FrontLeft,-70.35,-66.92,9.019
R05-C03_N1_S046,R05-C03,5,Center,3,6.12,7.6,0.45,RF_NODE_01_FrontLeft,-62.4,-66.92,9.019
R05-C03_N1_S047,R05-C03,5,Center,3,6.12,7.6,0.45,RF_NODE_01_FrontLeft,-64.33,-66.92,9.019
R05-C03_N1_S048,R05-C03,5,Center,3,6.12,7.6,0.45,RF_NODE_01_FrontLeft,-62.73,-66.92,9.019
R05-C03_N1_S049,R05-C03,5,Center,3,6.12,7.6,0.45,RF_NODE_01_FrontLeft,-63.54,-66.92,9.019
R05-C03_N1_S050,R05-C03,5,Center,3,6.12,7.6,0.45,RF_NODE_01_FrontLeft,-61.96,-66.92,9.019
R05-C03_N1_S051,R05-C03,5,Center,3,6.12,7.6,0.45,RF_NODE_01_FrontLeft,-68.3,-66.92,9.019
R05-C03_N1_S052,R05-C03,5,Center,3,6.12,7.6,0.45,RF_NODE_01_FrontLeft,-65.33,-66.92,9.019
R05-C03_N1_S053,R05-C03,5,Center,3,6.12,7.6,0.45,RF_NODE_01_FrontLeft,-65.6,-66.92,9.019
R05-C03_N1_S054,R05-C03,5,Center,3,6.12,7.6,0.45,RF_NODE_01_FrontLeft,-68.02,-66.92,9.019
R05-C03_N1_S055,R05-C03,5,Center,3,6.12,7.6,0.45,RF_NODE_01_FrontLeft,-67.62,-66.92,9.019
R05-C03_N1_S056,R05-C03,5,Center,3,6.12,7.6,0.45,RF_NODE_01_FrontLeft,-64.53,-66.92,9.019
R05-C03_N1_S057,R05-C03,5,Center,3,6.12,7.6,0.45,RF_NODE_01_FrontLeft,-61.08,-66.92,9.019
R05-C03_N1_S058,R05-C03,5,Center,3,6.12,7.6,0.45,RF_NODE_01_FrontLeft,-70.54,-66.92,9.019
R05-C03_N1_S059,R05-C03,5,Center,3,6.12,7.6,0.45,RF_NODE_01_FrontLeft,-68.61,-66.92,9.019
R05-C03_N1_S060,R05-C03,5,Center,3,6.12,7.6,0.45,RF_NODE_01_FrontLeft,-63.02,-66.92,9.019
R05-C03_N1_S061,R05-C03,5,Center,3,6.12,7.6,0.45,RF_NODE_01_FrontLeft,-72.14,-66.92,9.019
R05-C03_N1_S062,R05-C03,5,Center,3,6.12,7.6,0.45,RF_NODE_01_FrontLeft,-63.56,-66.92,9.019
R05-C03_N1_S063,R05-C03,5,Center,3,6.12,7.6,0.45,RF_NODE_01_FrontLeft,-66.91,-66.92,9.019
R05-C03_N1_S064,R05-C03,5,Center,3,6.12,7.6,0.45,RF_NODE_01_FrontLeft,-65.83,-66.92,9.019
R05-C03_N1_S065,R05-C03,5,Center,3,6.12,7.6,0.45,RF_NODE_01_FrontLeft,-65.14,-66.92,9.019
R05-C03_N1_S066,R05-C03,5,Center,3,6.12,7.6,0.45,RF_NODE_01_FrontLeft,-66.72,-66.92,9.019
R05-C03_N1_S067,R05-C03,5,Center,3,6.12,7.6,0.45,RF_NODE_01_FrontLeft,-66.2,-66.92,9.019
R05-C03_N1_S068,R05-C03,5,Center,3,6.12,7.6,0.45,RF_NODE_01_FrontLeft,-67.64,-66.92,9.019
R05-C03_N1_S069,R05-C03,5,Center,3,6.12,7.6,0.45,RF_NODE_01_FrontLeft,-64.94,-66.92,9.019
R05-C03_N1_S070,R05-C03,5,Center,3,6.12,7.6,0.45,RF_NODE_01_FrontLeft,-68.59,-66.92,9.019
R05-C03_N1_S071,R05-C03,5,Center,3,6.12,7.6,0.45,RF_NODE_01_FrontLeft,-62.89,-66.92,9.019
R05-C03_N1_S072,R05-C03,5,Center,3,6.12,7.6,0.45,RF_NODE_01_FrontLeft,-67.96,-66.92,9.019
R05-C03_N1_S073,R05-C03,5,Center,3,6.12,7.6,0.45,RF_NODE_01_FrontLeft,-62.17,-66.92,9.019
R05-C03_N1_S074,R05-C03,5,Center,3,6.12,7.6,0.45,RF_NODE_01_FrontLeft,-66.67,-66.92,9.019
R05-C03_N1_S075,R05-C03,5,Center,3,6.12,7.6,0.45,RF_NODE_01_FrontLeft,-61.98,-66.92,9.019
R05-C03_N1_S076,R05-C03,5,Center,3,6.12,7.6,0.45,RF_NODE_01_FrontLeft,-63.49,-66.92,9.019
R05-C03_N1_S077,R05-C03,5,Center,3,6.12,7.6,0.45,RF_NODE_01_FrontLeft,-71.47,-66.92,9.019
R05-C03_N1_S078,R05-C03,5,Center,3,6.12,7.6,0.45,RF_NODE_01_FrontLeft,-64.26,-66.92,9.019
R05-C03_N1_S079,R05-C03,5,Center,3,6.12,7.6,0.45,RF_NODE_01_FrontLeft,-68.03,-66.92,9.019
R05-C03_N1_S080,R05-C03,5,Center,3,6.12,7.6,0.45,RF_NODE_01_FrontLeft,-67.39,-66.92,9.019
R05-C03_N1_S081,R05-C03,5,Center,3,6.12,7.6,0.45,RF_NODE_01_FrontLeft,-65.26,-66.92,9.019
R05-C03_N1_S082,R05-C03,5,Center,3,6.12,7.6,0.45,RF_NODE_01_FrontLeft,-66.21,-66.92,9.019
R05-C03_N1_S083,R05-C03,5,Center,3,6.12,7.6,0.45,RF_NODE_01_FrontLeft,-62.29,-66.92,9.019
R05-C03_N1_S084,R05-C03,5,Center,3,6.12,7.6,0.45,RF_NODE_01_FrontLeft,-63.67,-66.92,9.019
R05-C03_N1_S085,R05-C03,5,Center,3,6.12,7.6,0.45,RF_NODE_01_FrontLeft,-67.42,-66.92,9.019
R05-C03_N1_S086,R05-C03,5,Center,3,6.12,7.6,0.45,RF_NODE_01_FrontLeft,-67.22,-66.92,9.019
R05-C03_N1_S087,R05-C03,5,Center,3,6.12,7.6,0.45,RF_NODE_01_FrontLeft,-68.02,-66.92,9.019
R05-C03_N1_S088,R05-C03,5,Center,3,6.12,7.6,0.45,RF_NODE_01_FrontLeft,-68.27,-66.92,9.019
R05-C03_N1_S089,R05-C03,5,Center,3,6.12,7.6,0.45,RF_NODE_01_FrontLeft,-67.2,-66.92,9.019
R05-C03_N1_S090,R05-C03,5,Center,3,6.12,7.6,0.45,RF_NODE_01_FrontLeft,-67.44,-66.92,9.019
R05-C03_N1_S091,R05-C03,5,Center,3,6.12,7.6,0.45,RF_NODE_01_FrontLeft,-67.11,-66.92,9.019
R05-C03_N1_S092,R05-C03,5,Center,3,6.12,7.6,0.45,RF_NODE_01_FrontLeft,-69.85,-66.92,9.019
R05-C03_N1_S093,R05-C03,5,Center,3,6.12,7.6,0.45,RF_NODE_01_FrontLeft,-64.51,-66.92,9.019
R05-C03_N1_S094,R05-C03,5,Center,3,6.12,7.6,0.45,RF_NODE_01_FrontLeft,-70.98,-66.92,9.019
R05-C03_N1_S095,R05-C03,5,Center,3,6.12,7.6,0.45,RF_NODE_01_FrontLeft,-69.39,-66.92,9.019
R05-C03_N1_S096,R05-C03,5,Center,3,6.12,7.6,0.45,RF_NODE_01_FrontLeft,-67.67,-66.92,9.019
R05-C03_N1_S097,R05-C03,5,Center,3,6.12,7.6,0.45,RF_NODE_01_FrontLeft,-66.13,-66.92,9.019
R05-C03_N1_S098,R05-C03,5,Center,3,6.12,7.6,0.45,RF_NODE_01_FrontLeft,-66.05,-66.92,9.019
R05-C03_N1_S099,R05-C03,5,Center,3,6.12,7.6,0.45,RF_NODE_01_FrontLeft,-65.59,-66.92,9.019
R05-C03_N1_S100,R05-C03,5,Center,3,6.12,7.6,0.45,RF_NODE_01_FrontLeft,-63.98,-66.92,9.019
R05-C03_N2_S001,R05-C03,5,Center,3,6.12,7.6,0.45,RF_NODE_02_FrontRight,-65.03,-66.89,8.996
R05-C03_N2_S002,R05-C03,5,Center,3,6.12,7.6,0.45,RF_NODE_02_FrontRight,-63.81,-66.89,8.996
R05-C03_N2_S003,R05-C03,5,Center,3,6.12,7.6,0.45,RF_NODE_02_FrontRight,-66.72,-66.89,8.996
R05-C03_N2_S004,R05-C03,5,Center,3,6.12,7.6,0.45,RF_NODE_02_FrontRight,-62.91,-66.89,8.996
R05-C03_N2_S005,R05-C03,5,Center,3,6.12,7.6,0.45,RF_NODE_02_FrontRight,-68.48,-66.89,8.996
R05-C03_N2_S006,R05-C03,5,Center,3,6.12,7.6,0.45,RF_NODE_02_FrontRight,-66.18,-66.89,8.996
R05-C03_N2_S007,R05-C03,5,Center,3,6.12,7.6,0.45,RF_NODE_02_FrontRight,-66.69,-66.89,8.996
R05-C03_N2_S008,R05-C03,5,Center,3,6.12,7.6,0.45,RF_NODE_02_FrontRight,-66.88,-66.89,8.996
R05-C03_N2_S009,R05-C03,5,Center,3,6.12,7.6,0.45,RF_NODE_02_FrontRight,-67.7,-66.89,8.996
R05-C03_N2_S010,R05-C03,5,Center,3,6.12,7.6,0.45,RF_NODE_02_FrontRight,-67.4,-66.89,8.996
R05-C03_N2_S011,R05-C03,5,Center,3,6.12,7.6,0.45,RF_NODE_02_FrontRight,-65.45,-66.89,8.996
R05-C03_N2_S012,R05-C03,5,Center,3,6.12,7.6,0.45,RF_NODE_02_FrontRight,-68.79,-66.89,8.996
R05-C03_N2_S013,R05-C03,5,Center,3,6.12,7.6,0.45,RF_NODE_02_FrontRight,-62.2,-66.89,8.996
R05-C03_N2_S014,R05-C03,5,Center,3,6.12,7.6,0.45,RF_NODE_02_FrontRight,-62.73,-66.89,8.996
R05-C03_N2_S015,R05-C03,5,Center,3,6.12,7.6,0.45,RF_NODE_02_FrontRight,-69.83,-66.89,8.996
R05-C03_N2_S016,R05-C03,5,Center,3,6.12,7.6,0.45,RF_NODE_02_FrontRight,-64.6,-66.89,8.996
R05-C03_N2_S017,R05-C03,5,Center,3,6.12,7.6,0.45,RF_NODE_02_FrontRight,-66.15,-66.89,8.996
R05-C03_N2_S018,R05-C03,5,Center,3,6.12,7.6,0.45,RF_NODE_02_FrontRight,-66.98,-66.89,8.996
R05-C03_N2_S019,R05-C03,5,Center,3,6.12,7.6,0.45,RF_NODE_02_FrontRight,-63.5,-66.89,8.996
R05-C03_N2_S020,R05-C03,5,Center,3,6.12,7.6,0.45,RF_NODE_02_FrontRight,-70.22,-66.89,8.996
R05-C03_N2_S021,R05-C03,5,Center,3,6.12,7.6,0.45,RF_NODE_02_FrontRight,-67.62,-66.89,8.996
R05-C03_N2_S022,R05-C03,5,Center,3,6.12,7.6,0.45,RF_NODE_02_FrontRight,-71.66,-66.89,8.996
R05-C03_N2_S023,R05-C03,5,Center,3,6.12,7.6,0.45,RF_NODE_02_FrontRight,-68.68,-66.89,8.996
R05-C03_N2_S024,R05-C03,5,Center,3,6.12,7.6,0.45,RF_NODE_02_FrontRight,-68.98,-66.89,8.996
R05-C03_N2_S025,R05-C03,5,Center,3,6.12,7.6,0.45,RF_NODE_02_FrontRight,-69.68,-66.89,8.996
R05-C03_N2_S026,R05-C03,5,Center,3,6.12,7.6,0.45,RF_NODE_02_FrontRight,-67.06,-66.89,8.996
R05-C03_N2_S027,R05-C03,5,Center,3,6.12,7.6,0.45,RF_NODE_02_FrontRight,-63.72,-66.89,8.996
R05-C03_N2_S028,R05-C03,5,Center,3,6.12,7.6,0.45,RF_NODE_02_FrontRight,-62.23,-66.89,8.996
R05-C03_N2_S029,R05-C03,5,Center,3,6.12,7.6,0.45,RF_NODE_02_FrontRight,-60.99,-66.89,8.996
R05-C03_N2_S030,R05-C03,5,Center,3,6.12,7.6,0.45,RF_NODE_02_FrontRight,-64.92,-66.89,8.996
R05-C03_N2_S031,R05-C03,5,Center,3,6.12,7.6,0.45,RF_NODE_02_FrontRight,-66.26,-66.89,8.996
R05-C03_N2_S032,R05-C03,5,Center,3,6.12,7.6,0.45,RF_NODE_02_FrontRight,-65.05,-66.89,8.996
R05-C03_N2_S033,R05-C03,5,Center,3,6.12,7.6,0.45,RF_NODE_02_FrontRight,-64.78,-66.89,8.996
R05-C03_N2_S034,R05-C03,5,Center,3,6.12,7.6,0.45,RF_NODE_02_FrontRight,-64.29,-66.89,8.996
R05-C03_N2_S035,R05-C03,5,Center,3,6.12,7.6,0.45,RF_NODE_02_FrontRight,-67.85,-66.89,8.996
R05-C03_N2_S036,R05-C03,5,Center,3,6.12,7.6,0.45,RF_NODE_02_FrontRight,-65.13,-66.89,8.996
R05-C03_N2_S037,R05-C03,5,Center,3,6.12,7.6,0.45,RF_NODE_02_FrontRight,-65.65,-66.89,8.996
R05-C03_N2_S038,R05-C03,5,Center,3,6.12,7.6,0.45,RF_NODE_02_FrontRight,-69.07,-66.89,8.996
R05-C03_N2_S039,R05-C03,5,Center,3,6.12,7.6,0.45,RF_NODE_02_FrontRight,-64.38,-66.89,8.996
R05-C03_N2_S040,R05-C03,5,Center,3,6.12,7.6,0.45,RF_NODE_02_FrontRight,-68.08,-66.89,8.996
R05-C03_N2_S041,R05-C03,5,Center,3,6.12,7.6,0.45,RF_NODE_02_FrontRight,-65.3,-66.89,8.996
R05-C03_N2_S042,R05-C03,5,Center,3,6.12,7.6,0.45,RF_NODE_02_FrontRight,-66.81,-66.89,8.996
R05-C03_N2_S043,R05-C03,5,Center,3,6.12,7.6,0.45,RF_NODE_02_FrontRight,-63.66,-66.89,8.996
R05-C03_N2_S044,R05-C03,5,Center,3,6.12,7.6,0.45,RF_NODE_02_FrontRight,-66.53,-66.89,8.996
R05-C03_N2_S045,R05-C03,5,Center,3,6.12,7.6,0.45,RF_NODE_02_FrontRight,-65.21,-66.89,8.996
R05-C03_N2_S046,R05-C03,5,Center,3,6.12,7.6,0.45,RF_NODE_02_FrontRight,-66.89,-66.89,8.996
R05-C03_N2_S047,R05-C03,5,Center,3,6.12,7.6,0.45,RF_NODE_02_FrontRight,-66.85,-66.89,8.996
R05-C03_N2_S048,R05-C03,5,Center,3,6.12,7.6,0.45,RF_NODE_02_FrontRight,-70.29,-66.89,8.996
